,"开盘价
2022/11/16,2581.9333,2572.8872
2022/11/17,2566.2824,2560.0167
2022/11/18,2563.2714,2546.7154
2022/11/21,2523.0529,2514.8539
2022/11/22,2516.6952,2531.3437
2022/11/23,2524.1846,2535.5226
2022/11/24,2550.2969,2520.5634
2022/11/25,2518.8762,2544.6147
2022/11/28,2489.4675,2503.6228
2022/11/29,2538.6091,2607.7499
2022/11/30,2595.2327,2606.5427
2022/12/01,2661.1768,2631.2051
2022/12/02,2628.1079,2614.6137
2022/12/05,2647.458,2676.1429
2022/12/06,2663.1118,2684.8458
2022/12/07,2678.6369,2670.647
2022/12/08,2667.3587,2672.8957
2022/12/09,2676.7142,2706.7388
2022/12/12,2689.5717,2673.9391
2022/12/13,2673.5365,2676.8995
2022/12/14,2678.4681,2686.3682
2022/12/15,2689.5721,2675.1875
2022/12/16,2662.4808,2688.2899
2022/12/19,2688.1195,2646.1789
2022/12/20,2636.0792,2599.4882
2022/12/21,2608.8688,2607.4236
2022/12/22,2632.2018,2619.7569
2022/12/23,2602.4119,2615.8794
2022/12/26,2617.1819,2607.5229
2022/12/27,2623.1749,2632.4526
2022/12/28,2629.9846,2638.3055
2022/12/29,2622.1933,2622.0716
2022/12/30,2633.1636,2635.2484
2023/01/03,2628.6723,2641.4218
2023/01/04,2644.291,2651.005
2023/01/05,2670.4576,2700.3082
2023/01/06,2704.2375,2713.6307
2023/01/09,2730.9952,2742.2014
2023/01/10,2742.6969,2733.6188
2023/01/11,2739.9372,2740.1927
2023/01/12,2749.6944,2741.9454
2023/01/13,2751.5819,2787.3561
2023/01/16,2789.8713,2834.2913
2023/01/17,2833.7402,2827.0272
2023/01/18,2829.7861,2810.086
2023/01/19,2807.5616,2820.8067
2023/01/20,2831.6823,2836.807
2023/01/30,2895.3546,2839.1216
2023/01/31,2842.5178,2807.9519
2023/02/01,2819.1796,2820.8742
2023/02/02,2828.5306,2811.8468
2023/02/03,2795.1088,2774.8009
2023/02/06,2744.7003,2735.0045
2023/02/07,2744.6958,2740.4446
2023/02/08,2744.4896,2731.2516
2023/02/09,2725.2019,2761.872
2023/02/10,2757.5304,2746.7231
2023/02/13,2739.717,2767.7933
2023/02/14,2770.2442,2776.9822
2023/02/15,2776.0144,2752.3385
2023/02/16,2754.9507,2742.8042
2023/02/17,2737.0106,2714.2891
2023/02/20,2720.0472,2788.3958
2023/02/21,2785.9941,2802.1357
2023/02/22,2786.7187,2769.344
2023/02/23,2770.7154,2767.5352
2023/02/24,2762.79,2727.5902
2023/02/27,2713.425,2723.5835
2023/02/28,2730.5193,2737.1547
2023/03/01,2736.0497,2773.6494
2023/03/02,2766.0779,2769.1077
2023/03/03,2778.8926,2774.5079
2023/03/06,2773.2724,2744.1406
2023/03/07,2741.7908,2713.1681
2023/03/08,2698.5899,2691.9327
2023/03/09,2694.1527,2671.8434
2023/03/10,2648.8073,2636.3891
2023/03/13,2637.8206,2664.0378
2023/03/14,2658.2807,2645.1143
2023/03/15,2666.9444,2648.3852
2023/03/16,2627.038,2622.8232
2023/03/17,2644.9526,2628.5911
2023/03/20,2632.248,2616.7505
2023/03/21,2623.5778,2643.3583
2023/03/22,2652.712,2651.5343
2023/03/23,2641.8178,2668.6691
2023/03/24,2664.532,2653.285
2023/03/27,2652.7927,2639.6226
2023/03/28,2646.9812,2638.7377
2023/03/29,2655.4057,2636.2229
2023/03/30,2639.3611,2664.2119
2023/03/31,2670.9476,2661.9197
2023/04/03,2667.1835,2665.7232
2023/04/04,2668.4018,2675.9173
2023/04/06,2668.1306,2666.4478
2023/04/07,2667.1443,2684.8618
2023/04/10,2690.4303,2684.9086
2023/04/11,2690.6257,2680.0435
2023/04/12,2684.0538,2665.7695
2023/04/13,2659.9407,2670.0139
2023/04/14,2679.1314,2679.0072
2023/04/17,2680.6263,2732.974
2023/04/18,2724.4934,2744.4539
2023/04/19,2746.0632,2720.718
2023/04/20,2718.238,2704.8577
2023/04/21,2703.4001,2654.211
2023/04/24,2655.0845,2618.4783
2023/04/25,2621.0217,2619.2326
2023/04/26,2614.9585,2617.9775
2023/04/27,2618.4568,2650.5699
2023/04/28,2653.1382,2677.7565
2023/05/04,2663.4516,2692.691
2023/05/05,2698.5897,2685.1732
2023/05/08,2694.5675,2720.323
2023/05/09,2723.1877,2703.937
2023/05/10,2698.7661,2673.9063
2023/05/11,2682.3779,2666.0615
2023/05/12,2662.8029,2630.9479
2023/05/15,2628.4618,2677.0372
2023/05/16,2681.3948,2670.4505
2023/05/17,2666.0391,2649.3562
2023/05/18,2653.0093,2644.2176
2023/05/19,2632.5883,2633.3861
2023/05/22,2630.1073,2658.7887
2023/05/23,2657.9211,2617.5398
2023/05/24,2615.5652,2577.3423
2023/05/25,2567.4484,2564.5045
2023/05/26,2562.548,2559.6142
2023/05/29,2565.5919,2548.2861
2023/05/30,2546.1668,2535.1442
2023/05/31,2524.7852,2493.3496
2023/06/01,2487.7614,2500.3396
2023/06/02,2511.6887,2543.5764
2023/06/05,2540.0193,2528.399
2023/06/06,2528.1705,2519.1892
2023/06/07,2528.8509,2511.3925
2023/06/08,2512.4493,2540.0645
2023/06/09,2541.0262,2543.9316
2023/06/12,2536.3759,2542.1962
2023/06/13,2535.9888,2544.9504
2023/06/14,2549.6657,2541.8134
2023/06/15,2547.4931,2576.7424
2023/06/16,2581.9668,2600.9191
2023/06/19,2591.3342,2560.5289
2023/06/20,2558.0983,2547.2541
2023/06/21,2536.951,2519.0787
2023/06/26,2500.8549,2488.7383
2023/06/27,2490.9775,2506.5991
2023/06/28,2501.1627,2510.7153
2023/06/29,2510.8894,2490.8971
2023/06/30,2484.6471,2492.102
2023/07/03,2496.9222,2534.4735
2023/07/04,2532.5929,2537.5956
2023/07/05,2533.1936,2520.1751
2023/07/06,2513.4349,2501.3167
2023/07/07,2493.4877,2489.5351
2023/07/10,2501.5277,2503.2767
2023/07/11,2513.7126,2518.5282
2023/07/12,2516.6806,2513.417
2023/07/13,2519.3819,2546.3809
2023/07/14,2554.6419,2547.9393
2023/07/17,2535.6389,2520.7864
2023/07/18,2520.6224,2511.6351
2023/07/19,2506.4151,2517.106
2023/07/20,2523.2684,2506.863
2023/07/21,2501.3999,2509.2927
2023/07/24,2492.2164,2499.9998
2023/07/25,2539.4846,2578.3511
2023/07/26,2574.8065,2576.3902
2023/07/27,2580.2428,2575.3646
2023/07/28,2564.8738,2647.0315
2023/07/31,2666.4857,2653.369
2023/08/01,2652.2365,2645.8929
2023/08/02,2635.5453,2620.6844
2023/08/03,2617.7909,2645.1526
2023/08/04,2664.5865,2648.8447
2023/08/07,2635.7775,2634.5809
2023/08/08,2625.6672,2631.3774
2023/08/09,2623.1513,2628.7041
2023/08/10,2623.7991,2629.4432
2023/08/11,2630.9874,2568.8984
2023/08/14,2538.8476,2549.2843
2023/08/15,2550.9372,2546.442
2023/08/16,2533.9013,2530.8097
2023/08/17,2516.745,2536.4891
2023/08/18,2537.1357,2507.5798
2023/08/21,2498.1276,2475.0897
2023/08/22,2485.5578,2493.7638
2023/08/23,2491.368,2461.1872
2023/08/24,2468.3246,2480.7518
2023/08/25,2468.7355,2485.3343
2023/08/28,2612.3112,2518.1857
2023/08/29,2512.3171,2529.2228
2023/08/30,2540.8405,2522.5419
2023/08/31,2526.6858,2510.4577
2023/09/01,2520.6987,2532.2541
2023/09/04,2550.1716,2577.4651
2023/09/05,2569.7582,2561.7902
2023/09/06,2553.5942,2559.3574
2023/09/07,2552.363,2534.1555
2023/09/08,2527.4581,2519.9694
2023/09/11,2519.2958,2536.1714
2023/09/12,2533.5963,2531.8257
2023/09/13,2536.3867,2524.5413
2023/09/14,2529.1927,2530.9791
2023/09/15,2538.2582,2514.9794
2023/09/18,2509.1464,2531.8974
2023/09/19,2529.4833,2532.2789
2023/09/20,2527.7502,2521.562
2023/09/21,2515.468,2495.7393
2023/09/22,2498.2434,2550.9827
2023/09/25,2548.8881,2529.1496
2023/09/26,2526.3517,2513.4072
2023/09/27,2515.8197,2520.1395
2023/09/28,2530.2283,2507.0857
2023/10/09,2497.4745,2499.5666
2023/10/10,2510.5059,2482.5345
2023/10/11,2497.5609,2490.855
2023/10/12,2518.8323,2514.3904
2023/10/13,2495.147,2489.1251
2023/10/16,2490.916,2468.4363
2023/10/17,2474.1244,2478.9047
2023/10/18,2471.5883,2467.1915
2023/10/19,2450.1695,2401.9299
2023/10/20,2394.6194,2389.2196
2023/10/23,2380.3025,2369.9347
2023/10/24,2374.8732,2378.4389
2023/10/25,2402.7489,2386.3026
2023/10/26,2375.0391,2393.7344
2023/10/27,2383.989,2414.9125
2023/10/30,2406.9459,2414.1562
2023/10/31,2409.8949,2411.4794
2023/11/01,2456.3813,2420.7346
2023/11/02,2429.7186,2417.459
2023/11/03,2419.6868,2436.9411
2023/11/06,2452.8399,2456.7745
2023/11/07,2450.2667,2443.9657
2023/11/08,2436.8736,2436.6983
2023/11/09,2428.508,2436.2349
2023/11/10,2424.4922,2414.0167
2023/11/13,2415.9565,2407.5885
2023/11/14,2410.4772,2406.3969
2023/11/15,2428.8202,2427.1241
2023/11/16,2422.8485,2404.3187
2023/11/17,2396.5932,2398.2037
2023/11/20,2399.764,2404.7673
2023/11/21,2415.1327,2416.241
2023/11/22,2408.9768,2396.904
2023/11/23,2393.4946,2405.1654
2023/11/24,2403.9218,2391.0208
2023/11/27,2387.9822,2370.7186
2023/11/28,2368.9202,2371.212
2023/11/29,2374.0329,2358.1163
2023/11/30,2358.2063,2365.9963
2023/12/01,2362.6263,2352.0003
2023/12/04,2351.3111,2333.8788
2023/12/05,2327.3356,2286.5809
2023/12/06,2281.7323,2284.0636
2023/12/07,2280.0917,2274.8281
2023/12/08,2274.1843,2281.6486
2023/12/11,2264.9938,2292.6788
2023/12/12,2285.2072,2305.138
2023/12/13,2298.2734,2261.0183
2023/12/14,2274.2482,2249.9385
2023/12/15,2262.0374,2245.2883
2023/12/18,2237.0059,2251.2303
2023/12/19,2248.4528,2257.2098
2023/12/20,2253.6767,2237.5812
2023/12/21,2228.7701,2261.3818
2023/12/22,2262.1606,2270.5018
2023/12/25,2266.3922,2272.9578
2023/12/26,2273.0451,2262.2095
2023/12/27,2263.4871,2266.5441
2023/12/28,2267.0558,2317.7033
2023/12/29,2314.0684,2326.1732
2024/01/02,2316.4348,2292.2286
2024/01/03,2287.755,2294.8357
2024/01/04,2293.4576,2279.0361
2024/01/05,2272.9358,2268.5377
2024/01/08,2265.2418,2243.8422
2024/01/09,2243.4096,2245.6219
2024/01/10,2239.0296,2235.2089
2024/01/11,2234.8184,2240.1061
2024/01/12,2231.2855,2237.2073
2024/01/15,2227.3616,2238.5029
2024/01/16,2231.8236,2248.975
2024/01/17,2241.0157,2199.2587
2024/01/18,2191.8887,2238.4588
2024/01/19,2227.7329,2243.5396
2024/01/22,2237.7734,2230.6094
2024/01/23,2220.4989,2226.3713
2024/01/24,2238.3319,2260.5575
2024/01/25,2264.0223,2312.8544
2024/01/26,2303.3217,2314.3741
2024/01/29,2312.6973,2304.4364
2024/01/30,2292.2206,2270.9789
2024/01/31,2261.1181,2254.2994
2024/02/01,2245.4753,2248.268
2024/02/02,2252.6543,2229.0142
2024/02/05,2221.9449,2255.2809
2024/02/06,2250.1109,2318.8418
2024/02/07,2323.1248,2344.1508
2024/02/08,2345.0777,2352.5775
2024/02/19,2368.4482,2371.5483
2024/02/20,2367.9194,2369.0834
2024/02/21,2359.1823,2410.2278
2024/02/22,2403.8752,2433.0819
2024/02/23,2431.8661,2433.4073
2024/02/26,2427.2297,2393.5488
2024/02/27,2383.1353,2405.0609
2024/02/28,2405.8777,2385.6099
2024/02/29,2378.1383,2413.1361
2024/03/01,2408.3023,2414.8439
2024/03/04,2412.0795,2418.584
2024/03/05,2410.4615,2446.4173
2024/03/06,2443.8508,2434.1156
2024/03/07,2430.4238,2426.9732
2024/03/08,2423.135,2426.1679
2024/03/11,2426.7266,2443.1064
2024/03/12,2443.2323,2450.4693
2024/03/13,2445.7963,2427.5969
2024/03/14,2431.7713,2423.8556
2024/03/15,2417.5715,2427.1969
2024/03/18,2424.9223,2438.1911
2024/03/19,2430.3039,2416.8349
2024/03/20,2412.6074,2426.4586
2024/03/21,2432.9314,2427.101
2024/03/22,2417.9371,2403.2023
2024/03/25,2398.3207,2401.2113
2024/03/26,2404.2053,2413.7415
2024/03/27,2408.9144,2398.9372
2024/03/28,2395.2173,2401.9872
2024/03/29,2399.4562,2414.9202
2024/04/01,2422.7347,2441.5668
2024/04/02,2441.4887,2435.7569
2024/04/03,2439.432,2430.169
2024/04/08,2419.0293,2414.091
2024/04/09,2411.7806,2404.6089
2024/04/10,2403.7309,2396.7427
2024/04/11,2383.7027,2394.8667
2024/04/12,2397.2842,2374.0471
2024/04/15,2367.8597,2424.0168
2024/04/16,2414.7557,2412.3219
2024/04/17,2407.9642,2439.8558
2024/04/18,2430.7033,2445.2049
2024/04/19,2433.9779,2430.5819
2024/04/22,2433.1809,2424.7473
2024/04/23,2420.623,2413.7392
2024/04/24,2422.6267,2424.119
2024/04/25,2419.5,2431.6221
2024/04/26,2432.7579,2461.8556
2024/04/29,2458.1779,2474.3397
2024/04/30,2473.5136,2464.2435
2024/05/06,2495.4666,2495.7617
2024/05/07,2496.015,2499.7709
2024/05/08,2495.6236,2486.0186
2024/05/09,2483.6604,2501.7305
2024/05/10,2508.0613,2508.5753
2024/05/13,2499.6901,2506.4593
2024/05/14,2507.1984,2496.7361
2024/05/15,2494.7637,2477.3895
2024/05/16,2484.2721,2489.4139
2024/05/17,2492.5712,2524.1705
2024/05/20,2529.9164,2532.824
2024/05/21,2526.9372,2525.2326
2024/05/22,2524.6935,2529.0398
2024/05/23,2518.1441,2500.821
2024/05/24,2494.3678,2474.4254
2024/05/27,2478.2589,2497.6006
2024/05/28,2498.026,2490.1614
2024/05/29,2489.5185,2493.1691
2024/05/30,2488.319,2473.758
2024/05/31,2480.2132,2462.1831
2024/06/03,2461.3502,2469.0165
2024/06/04,2465.6099,2483.3189
2024/06/05,2477.3066,2468.1918
2024/06/06,2474.2323,2467.8865
2024/06/07,2473.1743,2457.2569
2024/06/11,2444.5482,2423.6184
2024/06/12,2420.8987,2423.607
2024/06/13,2425.9228,2412.0736
2024/06/14,2405.7899,2426.509
2024/06/17,2412.092,2416.3414
2024/06/18,2412.5472,2415.4281
2024/06/19,2410.4721,2413.9722
2024/06/20,2413.3933,2408.3379
2024/06/21,2406.2173,2398.9571
2024/06/24,2383.8657,2404.0848
2024/06/25,2403.7287,2394.2154
2024/06/26,2388.4994,2398.2556
2024/06/27,2391.6869,2388.5609
2024/06/28,2382.1171,2394.8746
2024/07/01,2395.1996,2405.4665
2024/07/02,2400.1671,2416.6793
2024/07/03,2417.1757,2414.8657
2024/07/04,2417.2756,2407.9029
2024/07/05,2405.6106,2386.004
2024/07/08,2375.6838,2371.6891
2024/07/09,2365.931,2389.3843
2024/07/10,2378.8044,2381.831
2024/07/11,2387.6651,2396.407
2024/07/12,2397.7292,2412.6181
2024/07/15,2405.9183,2420.5214
2024/07/16,2412.2553,2424.755
2024/07/17,2422.8828,2432.8325
2024/07/18,2426.3399,2444.5086
2024/07/19,2429.8049,2456.79
2024/07/22,2454.2441,2432.5496
2024/07/23,2429.0864,2396.6727
2024/07/24,2393.2316,2390.954
2024/07/25,2384.6349,2369.7153
2024/07/26,2364.9113,2355.3163
2024/07/29,2352.5061,2348.4784
2024/07/30,2341.9086,2335.3123
2024/07/31,2332.6518,2375.3942
2024/08/01,2373.4708,2360.422
2024/08/02,2344.4182,2343.7153
2024/08/05,2334.5923,2328.9222
2024/08/06,2342.8423,2313.3361
2024/08/07,2311.9113,2314.4261
2024/08/08,2310.9616,2320.4245
2024/08/09,2332.6705,2317.9915
2024/08/12,2314.2612,2316.9106
2024/08/13,2318.9729,2317.6526
2024/08/14,2317.8882,2306.1154
2024/08/15,2300.4792,2335.9381
2024/08/16,2335.0422,2345.0481
2024/08/19,2345.6447,2357.0309
2024/08/20,2361.181,2346.6379
2024/08/21,2341.8119,2339.072
2024/08/22,2340.1542,2341.1509
2024/08/23,2338.6644,2355.3787
2024/08/26,2356.7933,2352.2729
2024/08/27,2348.5443,2350.4141
2024/08/28,2349.5198,2336.1475
2024/08/29,2329.6623,2317.6636
2024/08/30,2313.6095,2335.2146
2024/09/02,2321.1529,2299.9325
2024/09/03,2299.3396,2291.1775
2024/09/04,2279.4765,2271.8069
2024/09/05,2272.9816,2275.1177
2024/09/06,2276.5398,2263.5629
2024/09/09,2252.3035,2232.9593
2024/09/10,2232.8303,2235.6866
2024/09/11,2228.8251,2220.798
2024/09/12,2220.9007,2209.5603
2024/09/13,2211.154,2205.8115
2024/09/18,2206.8536,2218.6562
2024/09/19,2224.2625,2229.8053
2024/09/20,2227.3519,2233.2565
2024/09/23,2233.8583,2243.0249
2024/09/24,2270.3562,2352.1449
2024/09/25,2391.2845,2386.3227
2024/09/26,2389.2682,2498.1797
2024/09/27,2553.6017,2571.0848
2024/09/30,2657.5481,2755.4044
2024/10/08,3016.8743,2853.1376
2024/10/09,2813.9557,2680.7145
2024/10/10,2697.2924,2739.0507
2024/10/11,2718.249,2680.388
2024/10/14,2699.7073,2723.183
2024/10/15,2711.6739,2655.1159
2024/10/16,2629.2419,2650.1756
2024/10/17,2666.367,2610.467
2024/10/18,2606.3767,2681.9116
2024/10/21,2694.9659,2681.0567
2024/10/22,2672.8534,2692.6613
2024/10/23,2691.1255,2708.0459
2024/10/24,2695.379,2680.7044
2024/10/25,2679.3494,2683.3246
2024/10/28,2681.5075,2686.2894
2024/10/29,2689.9168,2667.9385
2024/10/30,2658.2589,2634.7375
2024/10/31,2637.2061,2633.117
2024/11/01,2629.0433,2651.5349
2024/11/04,2657.3144,2675.7707
2024/11/05,2666.8611,2727.6665
2024/11/06,2730.4552,2706.6145
2024/11/07,2684.8126,2797.8602
2024/11/08,2825.9123,2765.5385
2024/11/11,2736.8382,2753.7448
2024/11/12,2744.946,2712.2651
2024/11/13,2697.1864,2728.2286
2024/11/14,2719.4553,2704.1521
2024/11/15,2696.9612,2671.4515
2024/11/18,2683.4931,2678.2735
2024/11/19,2679.5513,2671.1887
2024/11/20,2667.4488,2676.2068
2024/11/21,2674.4342,2680.798
2024/11/22,2679.6508,2601.5573
2024/11/25,2610.9605,2582.0536
2024/11/26,2576.8092,2592.7374
2024/11/27,2588.8885,2625.7605
2024/11/28,2625.5067,2610.1214
2024/11/29,2612.2337,2624.9558
2024/12/02,2621.1436,2639.0408
2024/12/03,2638.8056,2652.8982
2024/12/04,2651.785,2648.7554
2024/12/05,2637.627,2635.5615
2024/12/06,2636.6066,2665.4281
2024/12/09,2666.2892,2667.5924
2024/12/10,2741.7509,2689.3292
2024/12/11,2684.5906,2676.5518
2024/12/12,2673.9435,2702.2681
2024/12/13,2684.2932,2638.0266
2024/12/16,2637.7401,2641.5604
2024/12/17,2637.3498,2652.3455
2024/12/18,2662.0322,2671.3461
2024/12/19,2652.1949,2661.7224
2024/12/20,2654.8486,2648.4609
2024/12/23,2648.9188,2671.2025
2024/12/24,2671.9088,2702.282
2024/12/25,2706.5666,2710.1649
2024/12/26,2709.5915,2702.5952
2024/12/27,2701.2086,2701.7031
2024/12/30,2700.2245,2718.7486
2024/12/31,2715.2066,2684.7706
2025/01/02,2682.4157,2610.342
2025/01/03,2615.3507,2587.1316
2025/01/06,2589.3354,2579.9632
2025/01/07,2576.6772,2593.9654
2025/01/08,2587.5267,2597.4459
2025/01/09,2595.6918,2579.5751
2025/01/10,2585.1998,2560.2497
2025/01/13,2545.3785,2553.3593
2025/01/14,2556.4221,2598.8068
2025/01/15,2592.3164,2591.5027
2025/01/16,2601.1234,2580.1177
2025/01/17,2572.966,2582.4859
2025/01/20,2595.3248,2589.0685
2025/01/21,2598.8309,2584.8889
2025/01/22,2580.1051,2551.3535
2025/01/23,2571.8276,2567.4765
2025/01/24,2562.8655,2579.096
2025/01/27,2582.8389,2583.6516
2025/02/05,2604.1391,2561.9419
2025/02/06,2559.8268,2580.4257
2025/02/07,2578.6829,2608.0888
2025/02/10,2612.0607,2621.0404
2025/02/11,2625.1833,2614.3218
2025/02/12,2611.962,2640.0458
2025/02/13,2638.9805,2641.1305
2025/02/14,2638.2075,2660.8549
2025/02/17,2665.545,2664.475
2025/02/18,2659.0877,2651.1117
2025/02/19,2648.3564,2663.6032
2025/02/20,2659.1258,2648.1665
2025/02/21,2657.8014,2682.2385
2025/02/24,2674.6908,2674.1169
2025/02/25,2654.1336,2643.2325
2025/02/26,2649.9011,2666.6563
2025/02/27,2664.319,2679.0768
2025/02/28,2670.4263,2638.9574
2025/03/03,2645.0108,2628.5236
2025/03/04,2617.9203,2621.2168
2025/03/05,2623.7171,2641.4462
2025/03/06,2655.5378,2683.9491
2025/03/07,2677.5744,2682.0161
2025/03/10,2682.8829,2668.8062
2025/03/11,2644.8189,2682.223
2025/03/12,2684.7199,2669.0146
2025/03/13,2670.9931,2664.6173
2025/03/14,2674.4949,2740.5066
2025/03/17,2755.4898,2737.9227
2025/03/18,2749.3221,2739.7453
2025/03/19,2737.3127,2746.9627
2025/03/20,2748.2942,2718.1862
2025/03/21,2712.7384,2675.3578
2025/03/24,2675.4609,2693.3313
2025/03/25,2695.2974,2691.8976
2025/03/26,2692.4167,2677.3121
2025/03/27,2673.9347,2690.8428
2025/03/28,2691.666,2679.7399
2025/03/31,2676.0507,2665.6339
2025/04/01,2669.0047,2662.7113
2025/04/02,2659.1031,2658.6209
2025/04/03,2631.4749,2662.2522
2025/04/07,2555.7101,2516.9653
2025/04/08,2526.508,2574.3529
2025/04/09,2548.4871,2597.1016
2025/04/10,2628.5216,2612.619
2025/04/11,2620.7735,2619.5762
2025/04/14,2623.5677,2628.206
2025/04/15,2624.2008,2634.5926
2025/04/16,2639.2018,2658.4955
2025/04/17,2648.0456,2659.8958
2025/04/18,2648.6596,2657.6367
2025/04/21,2655.5448,2652.8103
2025/04/22,2651.4909,2656.5387
2025/04/23,2662.9263,2648.8297
2025/04/24,2648.7676,2655.3644
2025/04/25,2660.1592,2648.8101
2025/04/28,2643.1361,2651.2252
2025/04/29,2650.4321,2645.5122
2025/04/30,2646.0637,2633.1603
2025/05/06,2650.4635,2647.7166
2025/05/07,2685.5582,2670.7023
2025/05/08,2661.2658,2679.509
2025/05/09,2676.1238,2684.0056
2025/05/12,2688.7482,2702.6172
2025/05/13,2713.1095,2708.0588
2025/05/14,2708.558,2753.785
2025/05/15,2748.535,2740.2976
2025/05/16,2734.7448,2716.6618
2025/05/19,2710.3218,2705.0884
2025/05/20,2710.3934,2716.6294
2025/05/21,2716.8379,2728.4262
2025/05/22,2725.4484,2733.6323
2025/05/23,2731.1827,2711.8524
2025/05/26,2708.2166,2699.4225
2025/05/27,2699.6918,2685.2812
2025/05/28,2686.7272,2683.0628
2025/05/29,2684.4865,2690.8926
2025/05/30,2688.9568,2678.6955
2025/06/03,2674.7677,2687.296
2025/06/04,2688.735,2690.8243
2025/06/05,2692.54,2692.1287
2025/06/06,2691.629,2688.8504
2025/06/09,2689.7302,2686.8276
2025/06/10,2690.8689,2676.4013
2025/06/11,2676.6721,2692.1365
2025/06/12,2689.6784,2691.2752
2025/06/13,2684.8823,2676.4328
2025/06/16,2666.8221,2685.0092
2025/06/17,2685.3855,2683.9528
2025/06/18,2685.4658,2679.9218
2025/06/19,2678.3561,2665.5197
2025/06/20,2661.2098,2673.7191
2025/06/23,2664.6357,2684.7761
2025/06/24,2685.8526,2715.9216
2025/06/25,2714.6256,2747.7278
2025/06/26,2740.2326,2738.4657
2025/06/27,2738.9299,2707.5688
2025/06/30,2702.1154,2711.9853
2025/07/01,2714.9673,2717.7128
2025/07/02,2720.847,2722.5522
2025/07/03,2726.1122,2724.5488
2025/07/04,2722.1782,2740.444
2025/07/07,2736.0124,2731.5324
2025/07/08,2732.0536,2747.1875
2025/07/09,2746.1402,2739.9202
2025/07/10,2739.2305,2756.9349
2025/07/11,2754.6631,2756.7725
2025/07/14,2761.4793,2757.808
2025/07/15,2758.718,2747.2269
2025/07/16,2748.1658,2740.9006
2025/07/17,2737.3511,2744.2604
2025/07/18,2746.3281,2764.516
2025/07/21,2770.3625,2772.2385
2025/07/22,2773.4045,2792.1823
2025/07/23,2798.9635,2801.2002
2025/07/24,2797.2625,2812.4428
2025/07/25,2807.6305,2795.5127
2025/07/28,2799.2638,2802.7674
2025/07/29,2802.7753,2808.5917
2025/07/30,2809.4365,2819.3508
2025/07/31,2807.3049,2775.9935
2025/08/01,2771.7616,2754.1302
2025/08/04,2748.6175,2769.3934
2025/08/05,2773.3799,2790.7287
2025/08/06,2789.2679,2797.4234
2025/08/07,2797.7108,2798.3111
2025/08/08,2795.782,2789.1744
2025/08/11,2791.3523,2789.8959
2025/08/12,2791.204,2807.0124
2025/08/13,2809.0464,2812.9804
2025/08/14,2815.4926,2829.4703
2025/08/15,2821.9746,2832.8759
2025/08/18,2843.0864,2838.8726
2025/08/19,2843.2849,2812.4225
2025/08/20,2808.4369,2846.9907
2025/08/21,2853.7873,2862.1764
2025/08/22,2868.5907,2928.6135
2025/08/25,2950.6533,2989.8549
2025/08/26,2975.6968,2969.7762
2025/08/27,2974.4076,2918.3789
2025/08/28,2918.5275,2960.7266
2025/08/29,2954.931,2976.4732
2025/09/01,2986.6511,2981.2024
2025/09/02,2983.7201,2992.881
2025/09/03,2995.463,2960.9933
2025/09/04,2949.9718,2910.47
2025/09/05,2908.5118,2942.2162
2025/09/08,2940.9806,2939.8823
2025/09/09,2928.5317,2928.6323
2025/09/10,2928.1117,2939.5911
2025/09/11,2925.6584,2983.0829
2025/09/12,2986.0229,2968.5397
2025/09/15,2976.3452,2962.6154
2025/09/16,2969.2337,2947.8222
2025/09/17,2942.8802,2952.7778
2025/09/18,2959.389,2912.8256
2025/09/19,2914.3621,2909.7442
2025/09/22,2911.0242,2922.1795
2025/09/23,2917.9905,2919.5148
2025/09/24,2908.0722,2939.5078
2025/09/25,,2939.5078
,,
数据来源：Wind,,
